Sector,TSC Category,TSC Title,TSC Description,Emerging TSC,TSC Key ID
Aerospace,Special Processes,Elastomer Seals Application,"Perform elastomer seals applications on aircraft parts and components using appropriate tools, equipment, materials and methods in accordance with applicable technical manuals and organisational procedures",No,199
Aerospace,Special Processes,Non-destructive Testing (Eddy Current Inspection),"Perform eddy current inspections on components using appropriate tools, equipment, materials and methods meeting requirements and in accordance with organisational procedures",No,200
Aerospace,Special Processes,Non-destructive Testing (Infrared Inspection),"Perform infrared inspections on components using appropriate tools, equipment and methods meeting requirements and in accordance with organisational procedures",No,201
Aerospace,Special Processes,Non-destructive Testing (Liquid Penetrant Inspection),"Perform liquid penetrant inspections on components using appropriate tools, equipment, materials and methods meeting requirements and in accordance with organisational procedures",No,202
Aerospace,Special Processes,Non-destructive Testing (Magnetic Particle Inspection),"Perform magnetic particle inspections on components using appropriate tools, equipment, materials and methods meeting requirements and in accordance with organisational procedures",No,203
Aerospace,Special Processes,Non-destructive Testing (Radiographic Inspection),"Perform radiographic inspections on components using appropriate tools, equipment, materials and methods meeting requirements and in accordance with organisational procedures.",No,204
Aerospace,Special Processes,Non-destructive Testing (Ultrasonic Inspection),"Perform ultrasonic inspections on components using appropriate tools, equipment, materials and methods meeting requirements and in accordance with organisational procedures.",No,205
Built Environment,Business Management,Business Negotiation,Conduct negotiations to establish win-win outcomes for the organisation,No,206
Aerospace,Special Processes,Non-destructive Testing (Vibration Analysis),"Perform vibration analyses on components using appropriate tools, equipment, and methods meeting requirements and in accordance with organisational procedures.",No,207
Aerospace,Special Processes,Non-destructive Testing Management,"Establish and approve non-destructive testing (NDT) procedures. This includes interpreting codes, standards, specifications and procedures, as well as designating the particular NDT methods, techniques and procedures to be used.",No,208
Aerospace,Special Processes,Non-metallic Materials Manufacturing,"Manufacture non-metallic aircraft components and structures using appropriate tools, equipment, materials and methods in accordance with applicable technical manuals and organisational procedures",No,209
Aerospace,Special Processes,Non-metallic Materials Testing,"Conduct non-metallic materials testing (NMMT) to evaluate compatibility and durability of non-metallic materials using appropriate tools, equipment, materials and methods, and record test results obtained in accordance with the applicable standards and organisational procedures",No,210
Aerospace,Special Processes,Sealants Process,"Perform sealants applications on aircraft parts and components using appropriate tools, equipment, materials and methods in accordance with applicable technical manuals and organisational procedures",No,211
Aerospace,Special Processes,Surface Enhancement,"Perform appropriate surface enhancement techniques to improve the functionality, performance and longevity of aircraft components. This involves adopting safe and healthy work practices, selection and use of appropriate equipment and tools according to the various types of surface enhancement processes, monitoring of operations and checking of treated components for conformity.",No,212
Aerospace,Special Processes,Surface Preparation and Protection for Aerospace Manufacturing,"Apply appropriate surface preparation and protection techniques, based on surface material, operating conditions and maintenance requirements. This involves the adoption of safe and healthy work practices, selection and use of appropriate equipment and tools according to the various types of surface preparation and protection processes, monitoring of operations and checking of finished components for conformity.",No,213
