TSC Code,Proficiency Level,Proficiency Description,Range of Application,TSC Key ID,TSC Application ID
EPW-EMO-3018-1.1,3,Apply fuel system operations and tank storage inventory management procedures,"Range of application includes, but is not limited to:
- Systems
- Heat Recovery Steam Generators (HRSG)
- Gas turbine
- Steam turbine
- Boiler
- Programmable Logic Controller (PLC)
- Distributed Control Systems (DCS)
- Supervisory Control and Data Acquisition (SCADA)
- Natural gas system
- Generator
- Plant electrical equipment
- Auxiliaries/Ancillaries
- Water treatment plant
- Waste treatment plant
- Waste water recovery system
- Fuel preparation systems
- Feed water flow system
- Lubricating oil system
- Barring gear
- Air compressor
- Gas compressor
",865,69
EPW-EMO-4018-1.1,4,Review cargo operations and tank storage inventory to determine the need for corrective actions,"Range of application includes, but is not limited to:
- Systems
- Heat Recovery Steam Generators (HRSG)
- Gas turbine
- Steam turbine
- Boiler
- Programmable Logic Controller (PLC)
- Distributed Control Systems (DCS)
- Supervisory Control and Data Acquisition (SCADA)
- Natural gas system
- Generator
- Plant electrical equipment
- Auxiliaries/Ancillaries
- Water treatment plant
- Waste treatment plant
- Waste water recovery system
- Fuel preparation systems
- Feed water flow system
- Lubricating oil system
- Barring gear
- Air compressor
- Gas compressor
",865,70
EPW-EMO-5018-1.1,5,"Develop and revise Standard Operating Procedures (SOPs), plans and strategies for fuel system operations to maintain a high quality of fuel stored","Range of application includes, but is not limited to:
- Systems
- Heat Recovery Steam Generators (HRSG)
- Gas turbine
- Steam turbine
- Boiler
- Programmable Logic Controller (PLC)
- Distributed Control Systems (DCS)
- Supervisory Control and Data Acquisition (SCADA)
- Natural gas system
- Generator
- Plant electrical equipment
- Auxiliaries/Ancillaries
- Water treatment plant
- Waste treatment plant
- Waste water recovery system
- Fuel preparation systems
- Feed water flow system
- Lubricating oil system
- Barring gear
- Air compressor
- Gas compressor
",865,71
EPW-EMO-2020-1.1,2,"Identify deviations, faults and breakdowns on town gas production plants and ancillaries to prescribe rectification measures","Range of application includes, but is not limited to:
- Transformers 
- Single phase, three-phase, auto transformers 
- Transmitters 
- Pressure transmitters, temperature transmitters 
- Cables 
- Earth cables, live cables, cable protection, single core cables, three-core armoured cables, paired cables
",867,72
EPW-EMO-3020-1.1,3,Recommend methods of rectification and improvement to maintain high productivity and plant efficiency,"Range of application includes, but is not limited to:
- Transformers 
- Single phase, three-phase, auto transformers 
- Transmitters 
- Pressure transmitters, temperature transmitters 
- Cables 
- Earth cables, live cables, cable protection, single core cables, three-core armoured cables, paired cables
",867,73
EPW-ETM-4001-1.1,4,Identify effective econometric models and conduct analyses to prepare basis in portfolio strategy formulation,"Range of application includes, but is not limited to:
- Hedging
- Commodities trading
- Mark-to-Market accounting
- Value-at-Risk analysis
",868,74
EPW-ETM-5001-1.1,5,Evaluate the performance of portfolio investments and develop frameworks to rebalance portfolios for profit maximisation,"Range of application includes, but is not limited to:
- Hedging
- Commodities trading
- Mark-to-Market accounting
- Value-at-Risk analysis
",868,75
EPW-ETM-6001-1.1,6,"Formulate roadmaps capturing potential portfolio strategies, enhancements and activities in the pipeline that align with the organisation’s business direction and objectives","Range of application includes, but is not limited to:
- Hedging
- Commodities trading
- Mark-to-Market accounting
- Value-at-Risk analysis
",868,76
EPW-ETM-3002-1.1,3,"Analyse trading positions and optimise nominations to energy markets, in line with generation schedules produced by electricity markets","Range of application includes, but is not limited to:
- Nomination of fuel requirements against long-term fuel contracts and fuel that is in storage, considering fuel generation requirements
- Fuel contract parameters 
- Minimum and maximum daily quantities
- Matching of fuel requirements with generator planned schedules from electricity markets
",869,77
EPW-ETM-4002-1.1,4,"Determine optimal purchase timings and quality of fuel, and secure delivery modes and fuel at the right quality and quantity for fuel trading","Range of application includes, but is not limited to:
- Nomination of fuel requirements against long-term fuel contracts and fuel that is in storage, considering fuel generation requirements
- Fuel contract parameters 
- Minimum and maximum daily quantities
- Matching of fuel requirements with generator planned schedules from electricity markets
",869,78
EPW-ETM-5002-1.1,5,"Formulate and optimise daily nomination strategies, and employ the use of derivative instruments for hedging where necessary","Range of application includes, but is not limited to:
- Nomination of fuel requirements against long-term fuel contracts and fuel that is in storage, considering fuel generation requirements
- Fuel contract parameters 
- Minimum and maximum daily quantities
- Matching of fuel requirements with generator planned schedules from electricity markets
",869,79
EPW-ETM-5003-1.1,5,"Lead the execution of hedging strategies to mitigate the organisation's financial risks, as per risk management and hedging policies (RMHP)","Range of application includes, but is not limited to:
- Fuel used to generate electricity that is sold on contract or in retail markets
- International oil prices
- Power purchases and/or sales activities to balance hedging activities
",870,80
EPW-ETM-6003-1.1,6,"Set direction for the organisation's overall hedging and risk management strategies in accordance with risk management and hedging policies (RMHP)","Range of application includes, but is not limited to:
- Fuel used to generate electricity that is sold on contract or in retail markets
- International oil prices
- Power purchases and/or sales activities to balance hedging activities
",870,81
EPW-ETM-4006-1.1,4,Develop and submit offers and re-offers to the pool based on pool trading strategies,"Range of application includes, but is not limited to:
- National Electricity Market of Singapore (NEMS)
",873,82
EPW-ETM-5006-1.1,5,Formulate pool trading strategies to optimise income while ensuring generation units are scheduled by the market,"Range of application includes, but is not limited to:
- National Electricity Market of Singapore (NEMS)
",873,83
EPW-ETM-6006-1.1,6,"Set the direction for the organisation’s power generation targets, and synergise trading strategies and analyses adopted by the department","Range of application includes, but is not limited to:
- National Electricity Market of Singapore (NEMS)
",873,84
EPW-ETM-3007-1.1,3,Reconcile discrepancies across various databases to facilitate accurate drafting of trading performance reports,"Range of application includes, but is not limited to:
- Hedging
- Commodities trading
- Mark-to-Market accounting
- Value-at-Risk analysis
",874,85
EPW-ETM-4007-1.1,4,Analyse collected data to determine trading performance and prepare daily trading performance reports,"Range of application includes, but is not limited to:
- Hedging
- Commodities trading
- Mark-to-Market accounting
- Value-at-Risk analysis
",874,86
EPW-ETM-5007-1.1,5,Review trading strategies based on insights gathered from trading performance reports,"Range of application includes, but is not limited to:
- Hedging
- Commodities trading
- Mark-to-Market accounting
- Value-at-Risk analysis
",874,87
EPW-MAI-3032-1.1,3,"Interpret designs, technical specifications, installation methods and maintenance procedures to manage maintenance of electrical equipment","Range of application includes, but is not limited to:
- Generators, switchgear, internal high and low voltage distribution systems, instrumentation and control systems, earthing systems, heat-tracing, lighting, air conditioning
",888,88
