TSC Title,Proficiency Level,jobid,jtid,TSC Key ID
Stakeholder Management,3,385,782,35
Transaction Due Diligence,2,385,783,69
Treasury Management,3,385,784,71
Benchmarking,5,1038,785,9
Business Acumen,5,1038,786,10
Business Development,4,1038,787,12
Business Negotiation,5,1038,788,14
Capital Raising,5,1038,789,51
Conflict Management,5,1038,790,19
Corporate and Business Law,5,1038,791,20
Financial Analysis,5,1038,792,57
Financial Management,4,1038,793,59
Financial Modelling,5,1038,794,60
Financial Statements Analysis,3,1038,795,64
Information Gathering and Analysis,5,1038,796,24
Macroeconomic Analysis,5,1038,797,26
Post-deal Integration Management,5,1038,798,67
Professional and Business Ethics,5,1038,799,90
Project Execution and Control,5,1038,800,32
Project Feasibility,5,1038,801,33
Project Management,5,1038,802,34
Regulatory Compliance,4,1038,803,91
Risk Assessment,4,1038,804,96
Risk Management,5,1038,805,97
Stakeholder Management,5,1038,806,35
Transaction Due Diligence,4,1038,807,69
Treasury Management,5,1038,808,71
Valuation,4,1038,809,72
Benchmarking,5,1312,810,9
Business Acumen,6,1312,811,10
Business Development,5,1312,812,12
Business Negotiation,6,1312,813,14
Capital Raising,5,1312,814,51
Conflict Management,6,1312,815,19
Corporate and Business Law,6,1312,816,20
Financial Analysis,6,1312,817,57
Financial Management,5,1312,818,59
Financial Modelling,6,1312,819,60
Financial Statements Analysis,3,1312,820,64
Information Gathering and Analysis,6,1312,821,24
Macroeconomic Analysis,5,1312,822,26
Post-deal Integration Management,5,1312,823,67
Professional and Business Ethics,6,1312,824,90
Project Execution and Control,6,1312,825,32
Project Feasibility,6,1312,826,33
Project Management,6,1312,827,34
Regulatory Compliance,5,1312,828,91
Risk Assessment,4,1312,829,96
Risk Management,5,1312,830,97
Stakeholder Management,6,1312,831,35
Transaction Due Diligence,5,1312,832,69
Treasury Management,6,1312,833,71
Valuation,5,1312,834,72
Benchmarking,4,318,835,9
Business Acumen,4,318,836,10
Business Development,3,318,837,12
Business Negotiation,4,318,838,14
Capital Raising,4,318,839,51
Cash Flow Management,4,1633,840,52
Conflict Management,4,318,841,19
Corporate and Business Law,4,318,842,20
Financial Analysis,4,318,843,57
Financial Management,3,318,844,59
Financial Modelling,4,318,845,60
Financial Statements Analysis,3,318,846,64
Information Gathering and Analysis,4,318,847,24
Macroeconomic Analysis,4,318,848,26
Post-deal Integration Management,4,318,849,67
Professional and Business Ethics,4,318,850,90
Project Execution and Control,4,318,851,32
Project Feasibility,4,318,852,33
Project Management,4,318,853,34
Regulatory Compliance,3,318,854,91
Risk Assessment,4,318,855,96
Risk Management,4,318,856,97
Stakeholder Management,4,318,857,35
Transaction Due Diligence,3,318,858,69
Treasury Management,4,318,859,71
Valuation,3,318,860,72
Business Acumen,4,1091,861,10
Business Development,2,1091,862,12
Business Negotiation,3,1091,863,14
Capital Raising,3,1091,864,51
Cash Flow Management,3,1091,865,52
Claims Management,3,1091,866,53
Conflict Management,2,1091,867,19
Corporate and Business Law,3,1091,868,20
Data Analytics,3,1091,869,39
Data Governance,3,1091,870,40
Data Storytelling and Visualisation,3,1091,871,41
Debt Restructuring,3,1091,872,56
Financial Analysis,3,1091,873,57
Financial Management,2,1091,874,59
Financial Modelling,3,1091,875,60
Financial Statements Analysis,4,1091,876,64
Professional and Business Ethics,3,1091,877,90
Project Execution and Control,2,1091,878,32
Regulatory Compliance,3,1091,879,91
Restructuring Insolvency Advisory,3,1091,880,68
Stakeholder Management,3,1091,881,35
Transaction Due Diligence,2,1091,882,69
Valuation,2,1091,883,72
Business Acumen,5,1633,884,10
Business Development,4,1633,885,12
Business Negotiation,5,1633,886,14
Capital Raising,4,1633,887,51
Claims Management,4,1633,888,53
Conflict Management,4,1633,889,19
Corporate and Business Law,5,1633,890,20
Data Analytics,5,1633,891,39
Data Governance,5,1633,892,40
Data Storytelling and Visualisation,4,1633,893,41
Debt Restructuring,5,1633,894,56
Financial Analysis,5,1633,895,57
Financial Management,4,1633,896,59
Financial Modelling,5,1633,897,60
Financial Statements Analysis,5,1633,898,64
Professional and Business Ethics,5,1633,899,90
Project Execution and Control,4,1633,900,32
Regulatory Compliance,5,1633,901,91
Restructuring Insolvency Advisory,5,1633,902,68
Stakeholder Management,5,1633,903,35
Transaction Due Diligence,4,1633,904,69
Valuation,3,1633,905,72
Business Acumen,6,661,906,10
Business Development,4,661,907,12
Business Negotiation,6,661,908,14
Capital Raising,5,661,909,51
Cash Flow Management,4,661,910,52
Claims Management,5,661,911,53
Conflict Management,5,661,912,19
Corporate and Business Law,6,661,913,20
Data Analytics,5,661,914,39
Data Governance,5,661,915,40
Data Storytelling and Visualisation,5,661,916,41
Debt Restructuring,6,661,917,56
Financial Analysis,5,661,918,57
Financial Management,5,661,919,59
Financial Modelling,5,661,920,60
Financial Statements Analysis,6,661,921,64
Professional and Business Ethics,6,661,922,90
Project Execution and Control,5,661,923,32
Regulatory Compliance,5,661,924,91
Restructuring Insolvency Advisory,5,661,925,68
Stakeholder Management,6,661,926,35
Transaction Due Diligence,4,661,927,69
Valuation,3,661,928,72
Business Acumen,4,1373,929,10
Business Development,3,1373,930,12
Business Negotiation,4,1373,931,14
Capital Raising,3,1373,932,51
Cash Flow Management,3,1373,933,52
Claims Management,3,1373,934,53
Conflict Management,3,1373,935,19
Corporate and Business Law,4,1373,936,20
Data Analytics,4,1373,937,39
Data Governance,4,1373,938,40
Data Storytelling and Visualisation,4,1373,939,41
Debt Restructuring,4,1373,940,56
Financial Analysis,4,1373,941,57
Financial Management,3,1373,942,59
Financial Modelling,4,1373,943,60
Financial Statements Analysis,4,1373,944,64
Professional and Business Ethics,4,1373,945,90
Project Execution and Control,3,1373,946,32
Regulatory Compliance,4,1373,947,91
Restructuring Insolvency Advisory,4,1373,948,68
Stakeholder Management,4,1373,949,35
Transaction Due Diligence,3,1373,950,69
Valuation,2,1373,951,72
Accounting and Tax Systems,4,1253,952,37
Corporate and Business Law,3,1253,953,20
Digital Technology Environment Scanning,3,1253,954,44
Professional and Business Ethics,3,1253,955,90
Stakeholder Management,3,1253,956,35
Tax Advisory,3,1253,957,98
Tax Compliance,3,1253,958,99
Tax Controversy Management,3,1253,959,101
Tax Risk Management,3,1253,960,103
Taxation Laws,3,1253,961,104
Transfer Pricing,3,1253,962,105
Accounting and Tax Systems,6,425,963,37
Business Development,5,425,964,12
Corporate and Business Law,5,425,965,20
Digital Technology Adoption and Innovation,5,425,966,43
Digital Technology Environment Scanning,4,425,967,44
Professional and Business Ethics,5,425,968,90
Stakeholder Management,5,425,969,35
Tax Advisory,5,425,970,98
Tax Compliance,5,425,971,99
Tax Controversy Management,5,425,972,101
Tax Risk Management,5,425,973,103
Taxation Laws,5,425,974,104
Transfer Pricing,5,425,975,105
Accounting and Tax Systems,6,333,976,37
Business Development,6,333,977,12
Corporate and Business Law,6,333,978,20
Digital Technology Adoption and Innovation,6,333,979,43
Digital Technology Environment Scanning,5,333,980,44
Professional and Business Ethics,6,333,981,90
Stakeholder Management,6,333,982,35
Tax Advisory,6,333,983,98
Tax Compliance,6,333,984,99
Tax Controversy Management,6,333,985,101
Tax Risk Management,6,333,986,103
Taxation Laws,6,333,987,104
Transfer Pricing,6,333,988,105
Accounting and Tax Systems,5,1173,989,37
Corporate and Business Law,4,1173,990,20
Digital Technology Environment Scanning,4,1173,991,44
Professional and Business Ethics,4,1173,992,90
Stakeholder Management,4,1173,993,35
Tax Advisory,4,1173,994,98
Tax Compliance,4,1173,995,99
Tax Controversy Management,4,1173,996,101
Tax Risk Management,4,1173,997,103
Taxation Laws,4,1173,998,104
Transfer Pricing,4,1173,999,105
Aerodynamics Principles Application,3,67,1000,106
Aerospace Heat Treatment Process,3,67,1001,195
Aerospace Maintenance Practices Application,3,67,1002,107
Aerospace Materials and Hardware Selection,3,67,1003,108
Augmented Reality Application,2,67,1004,226
Automated System Design,3,67,1005,227
Aviation Legislation Compliance,3,67,1006,159
Business Negotiation,3,67,1007,134
Business Opportunities Development,2,67,1008,135
Chemical Processing,3,67,1009,196
Coating,3,67,1010,197
Condition-based Assets Monitoring Management,3,67,1011,168
Continuous Process Improvement,3,67,1012,188
Digital Techniques Application,3,67,1013,109
Elastomer Seals Application,3,67,1014,199
Electrical Fundamentals Application,3,67,1015,110
Electronic Fundamentals Application,3,67,1016,111
Engineering Drawing Interpretation and Management,3,67,1017,222
Engineering Problem Solving,4,67,1018,189
Gas Turbine Engine Principles Application,3,67,1019,112
"Helicopter Aerodynamics, Structures and Systems Principles Application",3,67,1020,113
Human Factors Application and Error Management,3,67,1021,114
Internet of Things Implementation,3,67,1022,232
Knowledge Management,3,67,1023,138
Lean Manufacturing,2,67,1024,191
Maintenance Coordination,3,67,1025,169
Mathematical Concepts Application,3,67,1026,115
Physics Concepts Application,3,67,1027,116
"Piston Aeroplane Aerodynamics, Structures and Systems Principles Application",3,67,1028,117
Piston Engine Principles Application,3,67,1029,118
Propeller Principles Application,3,67,1030,120
Propulsion Principles Application,3,67,1031,121
Quality System Management,3,67,1032,193
Robotics and Automation Application,3,67,1033,233
Sealants Process,3,67,1034,211
Surface Enhancement,3,67,1035,212
Surface Preparation and Protection for Aerospace Manufacturing,3,67,1036,213
Engineering Drawing Interpretation and Management,3,1086,1037,222
"Turbine Aeroplane Aerodynamics, Structures and Systems Principles Application",3,67,1038,122
Welding Process,3,67,1039,214
Workplace Safety and Health Framework Development and Implementation,3,67,1040,167
Workshop Practices Application,2,67,1041,123
Applied Research and Development Management,6,504,1042,187
Artificial Intelligence Application,6,504,1043,225
Asset Management,6,504,1044,215
Audit and Review Management,6,504,1045,192
Aviation Legislation Compliance,6,504,1046,159
Big Data Analytics,6,504,1047,229
Budgeting,6,504,1048,162
Business Continuity Planning,6,504,1049,160
Business Opportunities Development,6,504,1050,135
Business Performance Management,6,504,1051,136
Change Management,6,504,1052,137
Continuous Process Improvement,6,504,1053,188
Contract Development and Management,6,504,1054,216
Cyber Risk Management,6,504,1055,230
Green Manufacturing Design and Implementation,6,504,1056,166
Human Factors Application and Error Management,3,504,1057,114
Innovation Management,6,504,1058,190
Knowledge Management,6,504,1059,138
Lean Manufacturing,6,504,1060,191
Project Management,6,504,1061,163
Quality System Management,6,504,1062,193
Risk Compliance and Governance,6,504,1063,161
Robotics and Automation Application,6,504,1064,233
Stakeholder Management,6,504,1065,164
Strategy Planning,6,504,1066,139
Workplace Safety and Health Framework Development and Implementation,6,504,1067,167
Aviation Legislation Compliance,1,1302,1068,159
Continuous Process Improvement,1,1302,1069,188
Human Factors Application and Error Management,2,1302,1070,114
Knowledge Management,1,1302,1071,138
Lean Manufacturing,2,1302,1072,191
Quality System Management,2,1302,1073,193
Workplace Safety and Health Framework Development and Implementation,1,1302,1074,167
Workshop Practices Application,1,1302,1075,123
Aviation Legislation Compliance,3,1086,1076,159
Business Negotiation,3,1086,1077,134
Continuous Process Improvement,3,1086,1078,188
Engineering Problem Solving,4,1086,1079,189
Human Factors Application and Error Management,3,1086,1080,114
Internet of Things Implementation,3,1086,1081,232
Knowledge Management,3,1086,1082,138
Lean Manufacturing,2,1086,1083,191
Mathematical Concepts Application,3,1086,1084,115
Non-destructive Testing Management,3,1086,1085,208
Physics Concepts Application,3,1086,1086,116
Quality System Management,3,1086,1087,193
Robotics and Automation Application,3,1086,1088,233
Workplace Safety and Health Framework Development and Implementation,3,1086,1089,167
Workshop Practices Application,2,1086,1090,123
Applied Research and Development Management,4,798,1091,187
Artificial Intelligence Application,4,798,1092,225
Aviation Legislation Compliance,4,798,1093,159
Big Data Analytics,4,798,1094,229
Budgeting,4,798,1095,162
Business Continuity Planning,4,798,1096,160
Business Negotiation,5,798,1097,134
Business Opportunities Development,4,798,1098,135
Business Performance Management,4,798,1099,136
Carbon Footprint Management,5,798,1100,165
Change Management,4,798,1101,137
Condition-based Assets Monitoring Management,5,798,1102,168
Continuous Process Improvement,4,798,1103,188
Cyber Risk Management,4,798,1104,230
Engineering Problem Solving,5,798,1105,189
Green Manufacturing Design and Implementation,4,798,1106,166
Human Factors Application and Error Management,3,798,1107,114
Innovation Management,4,798,1108,190
Internet of Things Implementation,4,798,1109,232
Knowledge Management,4,798,1110,138
Lean Manufacturing,4,798,1111,191
Maintenance Coordination,5,798,1112,169
Maintenance Organisation Structure Management,4,798,1113,170
Predictive Maintenance,5,798,1114,171
Project Management,4,798,1115,163
Quality System Management,4,798,1116,193
Risk Compliance and Governance,4,798,1117,161
Robotics and Automation Application,4,798,1118,233
Stakeholder Management,4,798,1119,164
Strategy Planning,4,798,1120,139
Workplace Safety and Health Framework Development and Implementation,4,798,1121,167
Aviation Legislation Compliance,1,1688,1122,159
Condition-based Assets Monitoring Management,1,1688,1123,168
Lean Manufacturing,2,677,1124,191
Continuous Process Improvement,2,1688,1125,188
Human Factors Application and Error Management,2,1688,1126,114
Internet of Things Implementation,2,1688,1127,232
Knowledge Management,1,1688,1128,138
Lean Manufacturing,2,1688,1129,191
Mathematical Concepts Application,2,1688,1130,115
Quality System Management,2,1688,1131,193
Robotics and Automation Application,2,1688,1132,233
Warehouse Inventory Control and Audit,2,1688,1133,220
Workplace Safety and Health Framework Development and Implementation,1,1688,1134,167
Aviation Legislation Compliance,3,1608,1135,159
Budgeting,3,1608,1136,162
Business Negotiation,3,1608,1137,134
Business Opportunities Development,2,1608,1138,135
Condition-based Assets Monitoring Management,3,1608,1139,168
Continuous Process Improvement,3,1608,1140,188
Enterprise Database System Administration,3,1608,1141,217
Human Factors Application and Error Management,3,1608,1142,114
Internet of Things Implementation,3,1608,1143,232
Knowledge Management,3,1608,1144,138
Lean Manufacturing,2,1608,1145,191
Maintenance Coordination,3,1608,1146,169
Mathematical Concepts Application,3,1608,1147,115
Production Planning,3,1608,1148,178
Quality System Management,3,1608,1149,193
Robotics and Automation Application,3,1608,1150,233
Supplier Management and Capability Development,3,1608,1151,218
Warehouse Inventory Control and Audit,3,1608,1152,220
Workplace Safety and Health Framework Development and Implementation,3,1608,1153,167
Applied Research and Development Management,4,57,1154,187
Artificial Intelligence Application,4,57,1155,225
Asset Management,4,57,1156,215
Aviation Legislation Compliance,4,57,1157,159
Big Data Analytics,4,57,1158,229
Budgeting,4,57,1159,162
